,,,,,All Type of Report (All Grades) for 01-Jan-2025 to 28-Mar-2026,,,,
Commodity Group,Commodity,Date,MSP,Arrival Quantity 01-01-2025 to 28-03-2026,Arrival Unit,Min Price 01-01-2025 to 28-03-2026,Modal Price 01-01-2025 to 28-03-2026,Max Price 01-01-2025 to 28-03-2026,Price Unit
Cereals,Jowar(Sorghum),08-03-2026,3699.00,7.00,Metric Tonnes,3303.31,3689.03,3881.89,Rs./Quintal
Cereals,Maize,08-03-2026,2400.00,5299.42,Metric Tonnes,1823.86,1894.79,1954.92,Rs./Quintal
Cereals,Paddy(Basmati),08-03-2026,-,11.00,Metric Tonnes,2400.00,2450.00,2500.00,Rs./Quintal
Cereals,Paddy(Common),08-03-2026,2369.00,8507.30,Metric Tonnes,2287.77,2362.60,2406.16,Rs./Quintal
Cereals,Ragi(Finger Millet),08-03-2026,4886.00,68.02,Metric Tonnes,3306.64,3452.63,3501.29,Rs./Quintal
Cereals,Rice,08-03-2026,-,1467.32,Metric Tonnes,3458.93,3587.62,4006.99,Rs./Quintal
Cereals,Same/Savi,08-03-2026,-,12.50,Metric Tonnes,2800.00,2800.00,2800.00,Rs./Quintal
Cereals,Wheat,08-03-2026,2585.00,4569.27,Metric Tonnes,2290.50,2344.00,2389.24,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),09-03-2026,2775.00,1989.65,Metric Tonnes,1908.11,2031.22,2134.29,Rs./Quintal
Cereals,Barley(Jau),09-03-2026,2150.00,2276.00,Metric Tonnes,1773.86,1900.25,1959.24,Rs./Quintal
Cereals,Beaten Rice,09-03-2026,-,15.00,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),09-03-2026,-,0.80,Metric Tonnes,1500.00,2425.00,2425.00,Rs./Quintal
Cereals,Jowar(Sorghum),09-03-2026,3699.00,1009.86,Metric Tonnes,3216.46,4443.78,5243.79,Rs./Quintal
Cereals,Kodo Millet(Varagu),09-03-2026,-,34.30,Metric Tonnes,2205.83,2243.29,2318.95,Rs./Quintal
Cereals,Kutki,09-03-2026,-,13.45,Metric Tonnes,4151.31,4198.15,4198.15,Rs./Quintal
Cereals,Maize,09-03-2026,2400.00,32586.41,Metric Tonnes,1395.50,1651.31,1774.16,Rs./Quintal
Cereals,Paddy(Basmati),09-03-2026,-,93.00,Metric Tonnes,4456.99,4457.10,4457.20,Rs./Quintal
Cereals,Paddy(Common),09-03-2026,2369.00,25189.81,Metric Tonnes,2472.26,2869.37,3113.10,Rs./Quintal
Cereals,Ragi(Finger Millet),09-03-2026,4886.00,775.31,Metric Tonnes,3288.01,3497.01,3576.29,Rs./Quintal
Cereals,Rice,09-03-2026,-,4662.99,Metric Tonnes,3289.94,4079.45,4837.44,Rs./Quintal
Cereals,Same/Savi,09-03-2026,-,0.60,Metric Tonnes,4130.00,4130.00,4130.00,Rs./Quintal
Cereals,T.V. Cumbu,09-03-2026,-,0.10,Metric Tonnes,3899.00,3899.00,3899.00,Rs./Quintal
Cereals,Wheat,09-03-2026,2585.00,73102.95,Metric Tonnes,2015.08,2317.20,2651.74,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),10-03-2026,2775.00,1591.68,Metric Tonnes,1897.96,2034.16,2170.21,Rs./Quintal
Cereals,Barley(Jau),10-03-2026,2150.00,1738.41,Metric Tonnes,1894.01,1987.24,2038.99,Rs./Quintal
Cereals,Beaten Rice,10-03-2026,-,16.25,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),10-03-2026,-,6.80,Metric Tonnes,2985.40,2989.99,3004.81,Rs./Quintal
Cereals,Jowar(Sorghum),10-03-2026,3699.00,1128.45,Metric Tonnes,2844.16,3891.99,4564.29,Rs./Quintal
Cereals,Kodo Millet(Varagu),10-03-2026,-,57.70,Metric Tonnes,2219.99,2266.14,2266.14,Rs./Quintal
Cereals,Kutki,10-03-2026,-,60.71,Metric Tonnes,4193.94,4348.81,4348.81,Rs./Quintal
Cereals,Maize,10-03-2026,2400.00,25827.69,Metric Tonnes,1476.06,1692.07,1800.65,Rs./Quintal
Cereals,Paddy(Basmati),10-03-2026,-,758.00,Metric Tonnes,3896.31,3896.32,3896.33,Rs./Quintal
Cereals,Paddy(Common),10-03-2026,2369.00,33343.11,Metric Tonnes,2519.88,2872.61,3074.67,Rs./Quintal
Cereals,Ragi(Finger Millet),10-03-2026,4886.00,391.65,Metric Tonnes,3316.62,3432.06,3537.60,Rs./Quintal
Cereals,Rice,10-03-2026,-,3016.37,Metric Tonnes,3793.62,4203.40,4584.42,Rs./Quintal
Cereals,Wheat,10-03-2026,2585.00,69087.11,Metric Tonnes,2034.67,2335.11,2616.76,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),11-03-2026,2775.00,1839.03,Metric Tonnes,1959.94,2107.51,2202.27,Rs./Quintal
Cereals,Barley(Jau),11-03-2026,2150.00,2106.68,Metric Tonnes,1892.90,1987.18,2043.47,Rs./Quintal
Cereals,Beaten Rice,11-03-2026,-,16.25,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),11-03-2026,-,3.10,Metric Tonnes,2109.00,3230.00,3230.00,Rs./Quintal
Cereals,Jowar(Sorghum),11-03-2026,3699.00,1200.05,Metric Tonnes,2796.85,3727.69,4291.60,Rs./Quintal
Cereals,Kodo Millet(Varagu),11-03-2026,-,19.00,Metric Tonnes,2000.00,2000.00,2000.00,Rs./Quintal
Cereals,Kutki,11-03-2026,-,33.10,Metric Tonnes,4253.58,4446.79,4446.79,Rs./Quintal
Cereals,Maize,11-03-2026,2400.00,29744.14,Metric Tonnes,1446.55,1691.14,1798.49,Rs./Quintal
Cereals,Paddy(Basmati),11-03-2026,-,997.80,Metric Tonnes,3545.86,3547.89,3549.91,Rs./Quintal
Cereals,Paddy(Common),11-03-2026,2369.00,35819.00,Metric Tonnes,2426.42,2744.38,2950.01,Rs./Quintal
Cereals,Ragi(Finger Millet),11-03-2026,4886.00,524.42,Metric Tonnes,3335.77,3458.94,3552.92,Rs./Quintal
Cereals,Rice,11-03-2026,-,4357.56,Metric Tonnes,3407.22,4019.50,4452.44,Rs./Quintal
Cereals,Same/Savi,11-03-2026,-,195.30,Metric Tonnes,4700.00,4850.00,5000.00,Rs./Quintal
Cereals,Wheat,11-03-2026,2585.00,76899.94,Metric Tonnes,2028.52,2350.95,2662.04,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),12-03-2026,2775.00,1599.75,Metric Tonnes,1916.69,2058.02,2159.79,Rs./Quintal
Cereals,Barley(Jau),12-03-2026,2150.00,2674.84,Metric Tonnes,1934.31,2005.27,2050.18,Rs./Quintal
Cereals,Foxtail Millet(Navane),12-03-2026,-,0.40,Metric Tonnes,1880.00,1880.00,1880.00,Rs./Quintal
Cereals,Jowar(Sorghum),12-03-2026,3699.00,1231.35,Metric Tonnes,3145.04,4093.98,4900.45,Rs./Quintal
Cereals,Kodo Millet(Varagu),12-03-2026,-,79.29,Metric Tonnes,2027.66,2089.15,2089.15,Rs./Quintal
Cereals,Kutki,12-03-2026,-,10.27,Metric Tonnes,4155.00,4160.00,4160.00,Rs./Quintal
Cereals,Maize,12-03-2026,2400.00,30232.39,Metric Tonnes,1484.05,1689.36,1788.04,Rs./Quintal
Cereals,Paddy(Basmati),12-03-2026,-,40.00,Metric Tonnes,4000.25,4008.00,4008.00,Rs./Quintal
Cereals,Paddy(Common),12-03-2026,2369.00,34332.52,Metric Tonnes,2458.36,2767.27,3007.93,Rs./Quintal
Cereals,Ragi(Finger Millet),12-03-2026,4886.00,522.28,Metric Tonnes,3205.06,3424.58,3540.94,Rs./Quintal
Cereals,Rice,12-03-2026,-,5006.66,Metric Tonnes,3354.40,3979.22,4800.74,Rs./Quintal
Cereals,Same/Savi,12-03-2026,-,0.60,Metric Tonnes,4186.00,4186.00,4186.00,Rs./Quintal
Cereals,Wheat,12-03-2026,2585.00,75627.27,Metric Tonnes,2032.40,2355.91,2695.78,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),13-03-2026,2775.00,1413.77,Metric Tonnes,2023.50,2240.26,2382.33,Rs./Quintal
Cereals,Barley(Jau),13-03-2026,2150.00,4346.43,Metric Tonnes,2000.66,2039.44,2072.81,Rs./Quintal
Cereals,Beaten Rice,13-03-2026,-,11.25,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),13-03-2026,-,2.20,Metric Tonnes,1750.00,2097.00,3109.00,Rs./Quintal
Cereals,Jowar(Sorghum),13-03-2026,3699.00,1837.73,Metric Tonnes,2800.70,3818.34,4459.00,Rs./Quintal
Cereals,Kodo Millet(Varagu),13-03-2026,-,69.53,Metric Tonnes,1797.68,1891.33,1891.33,Rs./Quintal
Cereals,Kutki,13-03-2026,-,7.70,Metric Tonnes,4399.29,4408.44,4408.44,Rs./Quintal
Cereals,Maize,13-03-2026,2400.00,48628.39,Metric Tonnes,1712.59,1889.94,1980.36,Rs./Quintal
Cereals,Paddy(Basmati),13-03-2026,-,109.00,Metric Tonnes,3510.09,3998.12,4374.89,Rs./Quintal
Cereals,Paddy(Common),13-03-2026,2369.00,67430.44,Metric Tonnes,2037.59,2357.61,2665.27,Rs./Quintal
Cereals,Ragi(Finger Millet),13-03-2026,4886.00,729.19,Metric Tonnes,3327.32,3486.63,3762.60,Rs./Quintal
Cereals,Rice,13-03-2026,-,5805.87,Metric Tonnes,3035.99,3777.75,4454.01,Rs./Quintal
Cereals,Sajje,13-03-2026,-,16.10,Metric Tonnes,2325.00,2325.00,2350.00,Rs./Quintal
Cereals,Sweet Corn ,13-03-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,13-03-2026,2585.00,77663.91,Metric Tonnes,2031.91,2349.65,2689.89,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),14-03-2026,2775.00,1113.04,Metric Tonnes,1912.19,2095.52,2225.47,Rs./Quintal
Cereals,Barley(Jau),14-03-2026,2150.00,1588.44,Metric Tonnes,1948.54,2088.87,2205.97,Rs./Quintal
Cereals,Beaten Rice,14-03-2026,-,15.00,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Jowar(Sorghum),14-03-2026,3699.00,1040.07,Metric Tonnes,2558.71,3388.80,4092.33,Rs./Quintal
Cereals,Kodo Millet(Varagu),14-03-2026,-,113.53,Metric Tonnes,2102.85,2126.12,2148.56,Rs./Quintal
Cereals,Kutki,14-03-2026,-,23.63,Metric Tonnes,4429.74,4442.54,4442.54,Rs./Quintal
Cereals,Maize,14-03-2026,2400.00,19601.38,Metric Tonnes,1330.43,1637.76,1713.44,Rs./Quintal
Cereals,Paddy(Basmati),14-03-2026,-,79.80,Metric Tonnes,3475.00,4100.00,4417.00,Rs./Quintal
Cereals,Paddy(Common),14-03-2026,2369.00,20207.42,Metric Tonnes,2501.88,2807.50,3098.66,Rs./Quintal
Cereals,Ragi(Finger Millet),14-03-2026,4886.00,502.00,Metric Tonnes,3210.14,3429.91,3508.76,Rs./Quintal
Cereals,Rice,14-03-2026,-,1917.87,Metric Tonnes,3719.42,4128.48,4445.61,Rs./Quintal
Cereals,Same/Savi,14-03-2026,-,34.80,Metric Tonnes,4084.87,4084.87,4084.87,Rs./Quintal
Cereals,Sweet Corn ,14-03-2026,-,0.03,Metric Tonnes,1500.00,1800.00,2000.00,Rs./Quintal
Cereals,Wheat,14-03-2026,2585.00,40189.75,Metric Tonnes,2049.26,2361.14,2611.82,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),15-03-2026,2775.00,1143.15,Metric Tonnes,1903.79,1971.47,2028.28,Rs./Quintal
Cereals,Barley(Jau),15-03-2026,2150.00,1056.56,Metric Tonnes,1977.41,2010.68,2041.18,Rs./Quintal
Cereals,Jowar(Sorghum),15-03-2026,3699.00,38.40,Metric Tonnes,2761.34,2813.05,2877.65,Rs./Quintal
Cereals,Kodo Millet(Varagu),15-03-2026,-,78.70,Metric Tonnes,2204.70,2248.67,2248.67,Rs./Quintal
Cereals,Kutki,15-03-2026,-,7.50,Metric Tonnes,4320.00,4320.00,4320.00,Rs./Quintal
Cereals,Maize,15-03-2026,2400.00,8060.13,Metric Tonnes,1632.55,1704.58,1767.37,Rs./Quintal
Cereals,Paddy(Basmati),15-03-2026,-,115.50,Metric Tonnes,4113.62,4113.80,4113.97,Rs./Quintal
Cereals,Paddy(Common),15-03-2026,2369.00,7395.36,Metric Tonnes,2209.72,2409.84,2569.55,Rs./Quintal
Cereals,Ragi(Finger Millet),15-03-2026,4886.00,607.00,Metric Tonnes,3420.92,3438.12,3508.78,Rs./Quintal
Cereals,Rice,15-03-2026,-,1473.95,Metric Tonnes,3563.33,3627.40,3681.60,Rs./Quintal
Cereals,Same/Savi,15-03-2026,-,12.30,Metric Tonnes,4800.00,4800.00,4800.00,Rs./Quintal
Cereals,Wheat,15-03-2026,2585.00,12735.12,Metric Tonnes,2216.29,2323.73,2420.45,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),16-03-2026,2775.00,2342.52,Metric Tonnes,1964.35,2143.62,2354.04,Rs./Quintal
Cereals,Barley(Jau),16-03-2026,2150.00,6106.16,Metric Tonnes,1921.66,2033.12,2118.60,Rs./Quintal
Cereals,Beaten Rice,16-03-2026,-,21.25,Metric Tonnes,22000.00,27200.00,30800.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),16-03-2026,-,14.30,Metric Tonnes,1706.64,2030.39,2077.94,Rs./Quintal
Cereals,Jowar(Sorghum),16-03-2026,3699.00,3226.87,Metric Tonnes,2712.50,3677.92,4279.35,Rs./Quintal
Cereals,Kodo Millet(Varagu),16-03-2026,-,67.30,Metric Tonnes,2188.90,2223.31,2261.95,Rs./Quintal
Cereals,Maize,16-03-2026,2400.00,45787.52,Metric Tonnes,1506.31,1734.70,1909.45,Rs./Quintal
Cereals,Paddy(Basmati),16-03-2026,-,33.40,Metric Tonnes,3470.48,3474.85,3479.64,Rs./Quintal
Cereals,Paddy(Common),16-03-2026,2369.00,34935.87,Metric Tonnes,2133.56,2446.87,2612.58,Rs./Quintal
Cereals,Ragi(Finger Millet),16-03-2026,4886.00,1458.96,Metric Tonnes,3149.74,3368.83,3486.97,Rs./Quintal
Cereals,Rice,16-03-2026,-,5999.19,Metric Tonnes,3212.98,3793.55,4325.56,Rs./Quintal
Cereals,Same/Savi,16-03-2026,-,24.20,Metric Tonnes,4686.90,4686.90,4686.90,Rs./Quintal
Cereals,Sweet Corn ,16-03-2026,-,8.31,Metric Tonnes,2547.53,2712.39,2877.26,Rs./Quintal
Cereals,Wheat,16-03-2026,2585.00,130987.18,Metric Tonnes,2014.91,2353.80,2731.64,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),17-03-2026,2775.00,2134.44,Metric Tonnes,1975.41,2208.88,2337.54,Rs./Quintal
Cereals,Barley(Jau),17-03-2026,2150.00,5944.77,Metric Tonnes,1926.14,2015.08,2085.04,Rs./Quintal
Cereals,Beaten Rice,17-03-2026,-,15.00,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),17-03-2026,-,1.80,Metric Tonnes,1200.00,2106.67,2488.89,Rs./Quintal
Cereals,Jowar(Sorghum),17-03-2026,3699.00,2527.96,Metric Tonnes,2812.39,4005.11,4630.36,Rs./Quintal
Cereals,Kodo Millet(Varagu),17-03-2026,-,114.96,Metric Tonnes,2002.29,2082.47,2085.54,Rs./Quintal
Cereals,Kutki,17-03-2026,-,8.40,Metric Tonnes,4361.43,4367.86,4367.86,Rs./Quintal
Cereals,Maize,17-03-2026,2400.00,34218.69,Metric Tonnes,1475.00,1690.51,1804.03,Rs./Quintal
Cereals,Paddy(Basmati),17-03-2026,-,111.00,Metric Tonnes,3229.32,3249.32,3263.33,Rs./Quintal
Cereals,Paddy(Common),17-03-2026,2369.00,30471.86,Metric Tonnes,2234.40,2682.42,2964.14,Rs./Quintal
Cereals,Ragi(Finger Millet),17-03-2026,4886.00,833.32,Metric Tonnes,3112.09,3401.71,3494.19,Rs./Quintal
Cereals,Rice,17-03-2026,-,2895.74,Metric Tonnes,3762.00,4366.51,4817.99,Rs./Quintal
Cereals,Same/Savi,17-03-2026,-,22.60,Metric Tonnes,3000.45,3000.45,3000.45,Rs./Quintal
Cereals,Sweet Corn ,17-03-2026,-,10.22,Metric Tonnes,2922.70,3091.34,3259.98,Rs./Quintal
Cereals,T.V. Cumbu,17-03-2026,-,0.20,Metric Tonnes,4200.00,4200.00,4200.00,Rs./Quintal
Cereals,Wheat,17-03-2026,2585.00,114673.37,Metric Tonnes,2003.17,2337.99,2736.82,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),18-03-2026,2775.00,2006.40,Metric Tonnes,1909.45,2041.97,2161.57,Rs./Quintal
Cereals,Barley(Jau),18-03-2026,2150.00,6097.92,Metric Tonnes,1928.95,2014.93,2123.92,Rs./Quintal
Cereals,Beaten Rice,18-03-2026,-,15.00,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Jowar(Sorghum),18-03-2026,3699.00,1376.95,Metric Tonnes,3016.20,4007.69,4512.12,Rs./Quintal
Cereals,Kodo Millet(Varagu),18-03-2026,-,180.51,Metric Tonnes,2205.34,2216.20,2286.05,Rs./Quintal
Cereals,Kutki,18-03-2026,-,55.72,Metric Tonnes,3952.03,3975.72,3978.08,Rs./Quintal
Cereals,Maize,18-03-2026,2400.00,41652.23,Metric Tonnes,1510.48,1716.41,1823.94,Rs./Quintal
Cereals,Paddy(Basmati),18-03-2026,-,742.00,Metric Tonnes,3799.43,3808.26,3828.21,Rs./Quintal
Cereals,Paddy(Common),18-03-2026,2369.00,36458.75,Metric Tonnes,2314.64,2600.70,2764.56,Rs./Quintal
Cereals,Ragi(Finger Millet),18-03-2026,4886.00,1535.80,Metric Tonnes,3136.26,3529.94,3797.94,Rs./Quintal
Cereals,Rice,18-03-2026,-,12504.60,Metric Tonnes,2785.09,3346.16,3753.37,Rs./Quintal
Cereals,Same/Savi,18-03-2026,-,51.00,Metric Tonnes,4796.08,4796.08,4796.08,Rs./Quintal
Cereals,Sweet Corn ,18-03-2026,-,10.57,Metric Tonnes,2840.78,3026.54,3212.30,Rs./Quintal
Cereals,T.V. Cumbu,18-03-2026,-,0.10,Metric Tonnes,3469.00,3469.00,3469.00,Rs./Quintal
Cereals,Wheat,18-03-2026,2585.00,97725.66,Metric Tonnes,1961.90,2344.55,2662.19,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),19-03-2026,2775.00,1373.11,Metric Tonnes,1907.65,2033.83,2131.57,Rs./Quintal
Cereals,Barley(Jau),19-03-2026,2150.00,2844.68,Metric Tonnes,1887.10,1964.67,2023.52,Rs./Quintal
Cereals,Beaten Rice,19-03-2026,-,15.00,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),19-03-2026,-,0.20,Metric Tonnes,2500.00,2500.00,2500.00,Rs./Quintal
Cereals,Hybrid Cumbu,19-03-2026,-,0.20,Metric Tonnes,2460.00,2460.00,2460.00,Rs./Quintal
Cereals,Jowar(Sorghum),19-03-2026,3699.00,762.56,Metric Tonnes,3059.65,3766.20,4852.10,Rs./Quintal
Cereals,Kodo Millet(Varagu),19-03-2026,-,11.12,Metric Tonnes,2235.00,2270.00,2270.00,Rs./Quintal
Cereals,Kutki,19-03-2026,-,22.07,Metric Tonnes,4200.00,4266.01,4266.01,Rs./Quintal
Cereals,Maize,19-03-2026,2400.00,13886.43,Metric Tonnes,1472.66,1704.66,1852.89,Rs./Quintal
Cereals,Paddy(Basmati),19-03-2026,-,45.00,Metric Tonnes,3565.04,3581.93,3632.16,Rs./Quintal
Cereals,Paddy(Common),19-03-2026,2369.00,23708.24,Metric Tonnes,2417.06,2613.57,2772.74,Rs./Quintal
Cereals,Ragi(Finger Millet),19-03-2026,4886.00,60.10,Metric Tonnes,3111.98,3114.31,3116.64,Rs./Quintal
Cereals,Rice,19-03-2026,-,2291.00,Metric Tonnes,3678.03,4051.40,4258.07,Rs./Quintal
Cereals,Sweet Corn ,19-03-2026,-,10.08,Metric Tonnes,2840.58,3009.67,3178.77,Rs./Quintal
Cereals,Wheat,19-03-2026,2585.00,59926.45,Metric Tonnes,2101.82,2335.91,2614.10,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),20-03-2026,2775.00,1554.36,Metric Tonnes,2096.43,2275.78,2378.55,Rs./Quintal
Cereals,Barley(Jau),20-03-2026,2150.00,3219.16,Metric Tonnes,1983.80,2029.64,2055.84,Rs./Quintal
Cereals,Beaten Rice,20-03-2026,-,15.00,Metric Tonnes,22000.00,26800.00,30400.00,Rs./Quintal
Cereals,Jowar(Sorghum),20-03-2026,3699.00,1890.56,Metric Tonnes,2761.38,3665.55,4316.59,Rs./Quintal
Cereals,Kodo Millet(Varagu),20-03-2026,-,86.40,Metric Tonnes,2256.40,2329.29,2329.29,Rs./Quintal
Cereals,Kutki,20-03-2026,-,75.21,Metric Tonnes,4089.75,4179.85,4180.07,Rs./Quintal
Cereals,Maize,20-03-2026,2400.00,23042.38,Metric Tonnes,1576.68,1727.81,1840.70,Rs./Quintal
Cereals,Paddy(Basmati),20-03-2026,-,7.80,Metric Tonnes,3592.31,3596.15,3600.00,Rs./Quintal
Cereals,Paddy(Common),20-03-2026,2369.00,23030.61,Metric Tonnes,2175.15,2332.96,2457.48,Rs./Quintal
Cereals,Ragi(Finger Millet),20-03-2026,4886.00,849.76,Metric Tonnes,2836.12,3292.73,3422.75,Rs./Quintal
Cereals,Rice,20-03-2026,-,3084.18,Metric Tonnes,3633.19,4426.88,4719.30,Rs./Quintal
Cereals,Sweet Corn ,20-03-2026,-,9.49,Metric Tonnes,2867.12,3027.82,3188.51,Rs./Quintal
Cereals,Wheat,20-03-2026,2585.00,68402.07,Metric Tonnes,2061.20,2403.95,2707.66,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),21-03-2026,2775.00,723.95,Metric Tonnes,2002.99,2246.37,2398.53,Rs./Quintal
Cereals,Barley(Jau),21-03-2026,2150.00,3292.31,Metric Tonnes,1970.78,2024.22,2078.61,Rs./Quintal
Cereals,Jowar(Sorghum),21-03-2026,3699.00,1329.73,Metric Tonnes,2345.52,2411.14,2458.23,Rs./Quintal
Cereals,Kodo Millet(Varagu),21-03-2026,-,61.49,Metric Tonnes,1971.02,2116.59,2116.59,Rs./Quintal
Cereals,Kutki,21-03-2026,-,3.00,Metric Tonnes,4200.00,4200.00,4200.00,Rs./Quintal
Cereals,Maize,21-03-2026,2400.00,8805.76,Metric Tonnes,1627.67,1729.22,1845.41,Rs./Quintal
Cereals,Paddy(Basmati),21-03-2026,-,2.50,Metric Tonnes,2500.00,2550.00,2600.00,Rs./Quintal
Cereals,Paddy(Common),21-03-2026,2369.00,13389.20,Metric Tonnes,1976.08,2028.02,2066.49,Rs./Quintal
Cereals,Ragi(Finger Millet),21-03-2026,4886.00,230.80,Metric Tonnes,3202.09,3272.89,3354.90,Rs./Quintal
Cereals,Rice,21-03-2026,-,1958.52,Metric Tonnes,3903.43,4278.66,4463.92,Rs./Quintal
Cereals,Same/Savi,21-03-2026,-,14.00,Metric Tonnes,2100.00,3000.00,3000.00,Rs./Quintal
Cereals,Sweet Corn ,21-03-2026,-,10.88,Metric Tonnes,2781.53,2940.67,3099.82,Rs./Quintal
Cereals,Wheat,21-03-2026,2585.00,26597.85,Metric Tonnes,2134.17,2349.31,2575.94,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),22-03-2026,2775.00,887.87,Metric Tonnes,1851.20,1917.80,1955.81,Rs./Quintal
Cereals,Barley(Jau),22-03-2026,2150.00,1150.20,Metric Tonnes,1947.15,1975.23,2003.06,Rs./Quintal
Cereals,Jowar(Sorghum),22-03-2026,3699.00,85.90,Metric Tonnes,2853.57,2863.76,2869.29,Rs./Quintal
Cereals,Kodo Millet(Varagu),22-03-2026,-,35.71,Metric Tonnes,1971.70,2024.71,2024.71,Rs./Quintal
Cereals,Kutki,22-03-2026,-,6.40,Metric Tonnes,4275.00,4300.00,4300.00,Rs./Quintal
Cereals,Maize,22-03-2026,2400.00,8964.54,Metric Tonnes,1692.90,1770.72,1830.75,Rs./Quintal
Cereals,Paddy(Basmati),22-03-2026,-,1.50,Metric Tonnes,2500.00,2520.00,2540.00,Rs./Quintal
Cereals,Paddy(Common),22-03-2026,2369.00,8612.32,Metric Tonnes,2278.97,2395.92,2461.51,Rs./Quintal
Cereals,Ragi(Finger Millet),22-03-2026,4886.00,433.20,Metric Tonnes,3180.81,3243.21,3326.45,Rs./Quintal
Cereals,Rice,22-03-2026,-,1624.26,Metric Tonnes,3425.34,3504.13,3565.33,Rs./Quintal
Cereals,Same/Savi,22-03-2026,-,1.00,Metric Tonnes,2100.00,2100.00,2100.00,Rs./Quintal
Cereals,Sweet Corn ,22-03-2026,-,11.20,Metric Tonnes,2797.95,2960.18,3122.41,Rs./Quintal
Cereals,Wheat,22-03-2026,2585.00,14446.01,Metric Tonnes,2133.55,2286.19,2428.25,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),23-03-2026,2775.00,2570.67,Metric Tonnes,1966.65,2175.32,2336.30,Rs./Quintal
Cereals,Barley(Jau),23-03-2026,2150.00,6565.37,Metric Tonnes,1818.40,1924.73,2008.07,Rs./Quintal
Cereals,Beaten Rice,23-03-2026,-,17.50,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),23-03-2026,-,46.80,Metric Tonnes,2291.51,2303.82,2349.97,Rs./Quintal
Cereals,Jowar(Sorghum),23-03-2026,3699.00,3136.66,Metric Tonnes,2715.74,3400.54,3900.37,Rs./Quintal
Cereals,Kodo Millet(Varagu),23-03-2026,-,100.95,Metric Tonnes,2145.86,2201.56,2201.56,Rs./Quintal
Cereals,Kutki,23-03-2026,-,26.21,Metric Tonnes,4151.51,4208.72,4209.38,Rs./Quintal
Cereals,Maize,23-03-2026,2400.00,45970.72,Metric Tonnes,1592.32,1762.75,1897.11,Rs./Quintal
Cereals,Paddy(Basmati),23-03-2026,-,46.50,Metric Tonnes,2403.23,2597.42,3081.94,Rs./Quintal
Cereals,Paddy(Common),23-03-2026,2369.00,45433.10,Metric Tonnes,2191.93,2453.44,2633.99,Rs./Quintal
Cereals,Ragi(Finger Millet),23-03-2026,4886.00,1965.40,Metric Tonnes,2979.43,3168.99,3394.65,Rs./Quintal
Cereals,Rice,23-03-2026,-,4096.74,Metric Tonnes,3205.46,3809.77,4477.81,Rs./Quintal
Cereals,Same/Savi,23-03-2026,-,74.90,Metric Tonnes,4805.83,4806.29,4807.91,Rs./Quintal
Cereals,Sweet Corn ,23-03-2026,-,11.09,Metric Tonnes,2787.65,2946.53,3105.41,Rs./Quintal
Cereals,Wheat,23-03-2026,2585.00,148090.90,Metric Tonnes,1979.48,2335.04,2767.31,Rs./Quintal
Cereals,Bajra(Pearl Millet/Cumbu),24-03-2026,2775.00,2421.91,Metric Tonnes,2017.23,2263.87,2393.80,Rs./Quintal
Cereals,Barley(Jau),24-03-2026,2150.00,8362.18,Metric Tonnes,1857.01,1981.00,2083.42,Rs./Quintal
Cereals,Beaten Rice,24-03-2026,-,18.75,Metric Tonnes,22200.00,27000.00,30600.00,Rs./Quintal
Cereals,Foxtail Millet(Navane),24-03-2026,-,0.90,Metric Tonnes,3280.00,3280.00,3280.00,Rs./Quintal
